"Align_ID","Batch.A.01","Batch.A.02","Batch.A.03","Batch.A.04","Batch.A.05","Batch.A.06","Batch.A.07","Batch.A.08","Batch.A.09","Batch.A.10","Batch.A.11","Batch.A.12","Batch.A.13","Batch.A.14","Batch.A.15","mz","rt","Batch.B.01","Batch.B.02","Batch.B.03","Batch.B.04","Batch.B.05","Batch.B.06","Batch.B.07","Batch.B.08","Batch.B.09","Batch.B.10","Batch.B.11","Batch.B.12","Batch.B.13","Batch.B.14","Batch.B.15","mz","rt","Batch.C.01","Batch.C.02","Batch.C.03","Batch.C.04","Batch.C.05","Batch.C.06","Batch.C.07","Batch.C.08","Batch.C.09","Batch.C.10","Batch.C.11","Batch.C.12","Batch.C.13","Batch.C.14","Batch.C.15","mz","rt"
"Align_42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17654.99196","18118.44011","17872.44263","7457.44868","25735.32481","29071.78998","27113.83768","12953.92056","18110.24567","15669.44185","12554.05832","8430.363244","12079.70923","12106.16105","19949.0053","110.0170275","23.18099939",10547.61488,34599.8043,18330.19299,16513.43516,24675.28371,24001.82005,18852.8148,16612.70367,7071.919402,19220.81339,12163.33862,2507.98148,6101.096744,23830.74763,12193.49923,110.0170275,23.18099939
"Align_43","109.4032702","1161.308733","3354.868914","1242.527175","400.4003257","281.5666897","161.9368223","313.4923112","706.5116667","3547.136914","251.7039731","331.8404877","581.7608934","287.7050333","1301.365113","553.2311127","237.5260064","204.9558848","369.8134378","6975.779236","3322.497813","435.4511507","3303.639737","1879.280138","285.4149561","259.6162676","28696.3903","34476.33367","130.5548827","26665.20788","5442.332781","1036.859378","553.2311127","237.5260064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7987.262192","25017.79911","21342.67044","33860.80656","16050.24903","17758.983","10846.00371","9338.255429","10265.88171","6060.056827","10768.64394","17889.12035","10976.40863","3895.185552","2796.728324","136.0552339","30.75499949",17080.41603,11488.52574,12208.35134,13146.41828,15815.82383,12123.9297,7283.194882,9849.445762,6368.346152,7157.203093,21518.93446,6513.516712,15626.84971,13992.24642,11687.16523,136.0552339,30.75499949
"Align_45","3816.571522","12539.9672","6176.35808","12646.01435","14240.52845","2883.002859","2839.027973","5228.725099","5535.465032","461.9810744","3675.959316","3738.688637","3183.947595","10883.66973","6692.906994","457.2060357","308.3109924","3770.963275","9301.701319","16758.9541","11897.9935","11094.45338","21031.1215","7582.658404","3083.016324","4346.357858","3909.962461","19233.59028","6331.810623","1344.612762","3156.357786","7344.402842","457.2060357","308.3109924",10678.60365,33804.03277,6162.873737,29764.62438,17043.60485,2061.222375,1473.924292,3547.95956,1550.296154,2703.923476,11603.86097,645.4985955,1508.980992,16720.52598,4246.581385,457.2060357,308.3109924
"Align_46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","467.0324113","19715.67964","14216.08818","4520.001019","15833.36407","28730.67573","15796.71867","19406.82409","1034.669322","4387.634497","5669.776089","1436.916076","711.6622415","541.6755158","1609.506944","95.01387962","107.9674983",1611.974965,24607.04509,9526.013016,3130.509195,9931.037623,679.739429,7422.784695,33792.74564,3336.605016,4528.925863,1627.27842,549.6092379,546.5910073,15652.82899,1984.314539,95.01387962,107.9674983
"Align_47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12807.42685","15145.81398","25700.87053","16128.91956","19098.55527","17098.36308","30906.33293","14137.77476","9489.291207","9920.825611","18204.70238","10356.96516","7023.662103","17189.30406","6128.082499","168.062887","66.60799998",9174.064592,33612.37609,9019.183931,28785.14052,17689.43871,18335.2551,1913.831377,18770.78496,6756.504973,4095.625775,12174.35732,5031.282954,5465.820014,30897.22923,8449.359169,168.062887,66.60799998
"Align_48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7401.101089","16273.5659","31777.06127","32482.55927","16801.18643","22539.2932","15342.20767","9710.870131","13087.76965","15048.62927","15087.88979","19377.05653","20851.90077","20401.7371","3409.096246","86.08623926","57.28400073",11283.76626,10099.01795,13917.66991,19088.92856,33207.0476,15387.96627,5453.428456,17509.1065,6274.121737,3527.523083,14695.90077,7673.301102,11356.43506,18064.79038,7074.412608,86.08623926,57.28400073
"Align_49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3530.526282","2755.068505","1546.039445","2166.025386","1450.160847","2452.371961","2060.014623","4230.037793","6478.523258","1478.837795","4909.156119","4395.554017","4962.931151","11528.1371","3412.139224","76.07594841","30.13300039",2763.852436,2171.090428,2068.606738,1781.322971,1266.291199,1734.704232,3443.263244,1312.995996,1369.60436,4634.215716,32979.81214,2644.315864,4358.106005,3645.140968,2276.564496,76.07594841,30.13300039
"Align_50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14189.06186","16578.5386","32726.33786","17034.28548","12881.87351","19737.22907","18871.45192","17585.43526","10287.54948","7202.554605","11917.63451","9837.879951","8901.420003","7830.668793","4398.525244","169.0381448","37.39450043",14488.15644,13389.15877,21820.9978,9343.057152,18209.72756,23132.81705,24609.76141,14866.40714,12164.76948,12230.97648,16381.1268,6078.487151,19756.49941,12026.22561,23353.174,169.0381448,37.39450043
"Align_51","10431.08484","15086.59764","6960.726218","1315.247312","8731.910614","22958.00255","4927.330817","1387.807721","1704.496616","2904.455997","3065.904289","970.537643","2783.12696","1855.20546","5585.267333","477.1940113","306.4479904","2416.348704","1810.113462","5343.530357","2985.386661","7990.616797","4849.81394","5056.775814","568.6886569","1238.390767","3404.819875","12600.23003","602.3007616","8018.607199","11384.41555","4100.257329","477.1940113","306.4479904",5416.227556,984.5969929,31653.83239,7313.820491,27562.8995,10938.30817,687.9220039,5253.490331,7037.711028,1657.776138,2995.63929,928.9826943,9466.851237,3385.907607,1218.085672,477.1940113,306.4479904
"Align_52","1573.669559","5515.833261","9616.349008","20275.232","20290.69689","12328.07614","8925.315616","4865.782829","8832.798794","945.6321765","4346.90191","2474.970827","1272.00536","4563.370669","11972.37827","356.2407917","326.6449908","8442.894777","6325.565307","31551.65368","7696.382665","8003.573489","11897.4268","8932.415456","5021.14353","4315.617267","3023.591269","7322.31537","6916.441108","3372.550115","11524.94545","581.7842292","356.2407917","326.6449908",9785.177313,10038.40913,3970.393548,15005.06603,11041.48364,7098.910108,1127.528897,6110.931485,2623.941819,1064.546415,21225.32113,2039.790011,3380.525491,14365.06461,3459.786842,356.2407917,326.6449908
"Align_53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12384.06355","2143.778631","29636.95819","30950.24367","7279.615651","9130.192234","15091.23869","9580.995839","9348.984352","2053.279609","1441.23868","3459.511094","3038.655733","6471.679706","2214.465773","170.0611127","253.085995",1402.981989,4939.653785,2874.46964,29373.15418,28644.55714,7287.6174,1478.713542,18685.87621,13229.74731,4169.150512,3231.256068,4591.52945,19064.68359,2357.54559,971.1286458,170.0611127,253.085995
"Align_54","304.6662761","1052.989824","1615.257574","576.3575762","1048.279211","986.1862141","1389.502971","858.684122","1642.046985","5210.169077","322.5952245","3039.578703","3040.689573","2578.586571","2494.785888","320.1279416","167.971999","282.18921","481.0821151","2448.638613","1406.299146","1292.541852","3565.164659","5582.264792","456.0119214","527.058845","4275.91893","30897.41876","423.0980954","16979.9726","3017.022215","1080.15003","320.1279416","167.971999",652.7236447,511.1940075,388.5972909,3603.474411,1371.92427,709.9693894,558.4128766,926.9417212,956.954007,318.6210665,1679.021412,919.7624975,26055.6595,764.9222412,216.6616072,320.1279416,167.971999
"Align_55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6515.476283","20595.57257","22040.70281","14424.75671","13335.16434","26927.45562","6668.430992","6792.770134","11842.80933","3271.889713","16035.57444","15660.43545","6243.15858","10712.59298","4402.909969","225.1103128","210.1474983",9484.505962,24289.96814,7645.644475,30720.02543,24487.36917,8432.60017,2910.454749,4860.18165,3860.081026,1146.338124,11496.13914,2240.958769,3842.690778,14720.62343,5136.844711,225.1103128,210.1474983
"Align_56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9162.75616","21002.59672","16734.39364","30606.28736","16092.92793","21559.87039","19948.36934","8196.00749","5712.173102","7998.416036","14552.54696","7170.068408","6071.391354","15415.83431","3910.515883","182.0770325","51.235",13594.02542,15531.70828,8966.839604,12403.88394,24008.40678,4845.293969,6213.173616,18458.54732,5337.139117,3083.089884,19082.64927,12531.75066,13041.25882,9804.674985,4540.479136,182.0770325,51.235
"Align_57","349.82152","322.4245075","515.2176323","206.8838564","861.3537878","311.4893298","1342.569258","500.1322415","384.1983993","5375.908253","136.8240202","3287.364137","240.1021542","1500.635493","1102.797343","306.1569602","169.674","130.1300112","286.6070229","3340.854045","742.7571055","633.8473521","1952.71213","3538.611636","133.2435381","106.7730377","349.10261","25480.92678","235.9893131","12199.31829","194.2233031","1156.030339","306.1569602","169.674",241.3615654,229.4856727,100.7047586,1732.12409,1256.779299,2039.684962,467.2102726,3635.24328,536.4814357,175.3912884,360.927296,1570.401628,30045.69694,1652.666163,101.5618535,306.1569602,169.674
"Align_58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1284.109342","6971.312063","29280.52287","4785.147228","9773.284043","6900.37451","3116.348989","7746.672607","1723.236433","1730.593758","3568.535481","1927.789863","1350.950733","1871.776182","880.1838609","149.1072783","284.8714942",3227.544045,3655.564503,1500.963696,7513.077057,6717.62148,6344.408608,602.8429748,2213.263845,1147.275115,4518.561074,3401.138534,1043.471948,869.9173516,1870.910526,1571.182399,149.1072783,284.8714942
"Align_59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","818.1487715","878.0327431","29043.73245","1848.057081","7013.414446","1847.554246","8831.812902","501.6517926","919.3079911","475.502604","778.1809681","1437.782323","289.4825276","5466.22599","1416.211566","202.1085513","121.7370034",2154.065205,845.6586396,633.5294446,750.1322704,20544.1727,3618.273496,356.4950024,785.4373058,1042.936122,591.6110809,2828.536957,711.1897474,2127.647897,514.5673179,323.9815699,202.1085513,121.7370034
"Align_60","103.1387676","422.5509082","1186.777314","347.2881678","514.0657094","222.8085576","586.94583","19583.66568","974.6168236","924.5980119","131.3597279","576.4033459","234.8889044","214.9215181","1479.274628","497.2377471","222.6555028","128.9203377","334.8009872","2126.9685","1537.558698","465.1246546","3178.539398","2001.346651","157.6785382","167.6182917","5538.053243","28638.38816","183.7438815","9941.200952","1071.498098","2553.020036","497.2377471","222.6555028",584.4882899,199.480048,294.4574659,4409.622567,681.8772124,692.8865662,161.5032676,1660.143778,208.5840327,426.1143361,1981.931464,394.0085803,14928.49445,922.5973123,127.2984913,497.2377471,222.6555028
"Align_61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10316.76711","11051.21211","12664.77143","28138.64807","8739.008694","8381.528803","7861.015627","12043.13276","6368.173372","2092.945533","6699.851211","10942.50258","5544.307677","6996.61046","3641.868241","217.1274091","34.03100038",20997.70682,10399.42877,3074.350695,7242.727235,14670.60585,6210.56416,5878.489473,7047.961358,6089.624298,7742.94456,15776.88415,16291.87208,10886.86499,12342.12202,3946.831973,217.1274091,34.03100038
"Align_62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7804.334409","11837.07452","16595.91658","11490.57992","11894.49293","18384.66265","27604.97917","8418.663994","8809.146402","3664.664554","17302.28323","13653.11414","11685.81924","17141.57767","7402.614051","115.0639814","30.12500059",12651.5244,15948.94233,4334.903245,16292.42815,15393.59024,10148.17658,3572.68031,11249.76085,8201.802326,4527.719357,8202.521619,16709.30658,5940.656708,17362.37564,8004.071293,115.0639814,30.12500059
"Align_63","1545.199925","2976.044958","7666.884049","13391.82992","21884.68987","7538.938243","5582.549559","5161.169281","3053.628497","485.0598499","3226.549391","3162.593813","655.1550963","3428.445532","5274.700483","359.2623433","335.6319863","5353.037727","6181.669431","27026.67783","4871.133992","6071.443144","5658.499396","6208.508813","2499.598544","2048.725216","610.6386487","4428.369912","3316.553646","1516.642322","6123.807878","446.4496985","359.2623433","335.6319863",3858.448752,7541.278387,4170.237676,12337.49232,8300.992093,4213.640343,419.8650745,3591.174139,776.9167226,760.3422999,8818.25973,1013.371855,2466.991663,13997.35453,1547.501786,359.2623433,335.6319863
"Align_64","4553.200781","12195.16463","8374.658964","17767.76307","21412.5117","2016.832803","5046.709724","9664.310004","4077.80636","736.6318882","4849.637412","3452.468705","3423.230166","11439.88154","8328.498596","429.1746354","282.3614978","4053.649695","8425.494729","21129.63229","14465.01859","15007.26162","19625.94512","10952.06916","4323.874603","6424.452871","5629.077421","15670.4898","5729.526207","1422.456267","2853.939206","3904.162969","429.1746354","282.3614978",10325.89444,15208.92482,4909.944055,26856.04701,23272.71177,2546.926285,1577.937173,3701.633211,833.5592165,3116.124363,10348.58191,1032.193125,1631.882288,15476.71835,4634.539187,429.1746354,282.3614978
"Align_65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3859.505311","19526.60011","18609.80388","18423.58718","9255.89315","26183.01485","8454.27102","5724.394609","5300.229854","3315.291177","9149.713668","11174.42486","3948.271558","4974.98044","909.5607469","146.0604817","145.904994",6648.890919,3935.56337,4385.387124,4202.70572,22647.50504,5051.187973,3312.877816,12082.51925,4170.675359,1671.87341,4846.710153,6493.194748,7134.809072,7007.14506,5931.221297,146.0604817,145.904994
"Align_66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4876.659725","14400.81954","15575.81423","7482.530172","7650.56357","15749.00963","15141.83559","8130.440516","7216.214465","4568.129185","4454.277351","3483.488279","3414.375305","6762.784281","2964.260841","116.0950144","37.0939992",6445.541841,21669.8037,7605.467586,5711.607609,6003.947722,3676.309006,6714.552839,25598.87073,3596.720301,3380.600993,4715.739165,3035.975327,3865.87407,19408.61724,2717.042112,116.0950144,37.0939992
"Align_67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19158.35619","20311.83832","17650.74469","17307.61983","20253.62147","19471.00921","24558.66498","23237.26063","22088.68979","21375.0867","17679.80168","15594.17119","16425.15983","17434.58716","16660.6504","125.9876226","575.4189932",14148.09886,22660.48552,20835.31265,17611.76254,22460.1926,25249.58618,17516.59177,18219.7719,11186.33304,16222.49975,13596.79453,12466.38952,16856.9879,25091.91915,18216.60149,125.9876226,575.4189932
"Align_68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15240.91069,12562.8097,11360.02865,24927.36738,16764.02652,8678.487349,1852.661076,4627.664972,3287.831224,2104.457049,21407.28541,6454.90081,5207.456575,6788.179809,2484.002306,267.12153,288.840001
"Align_69","4136.321141","839.4806979","5528.0359","9188.368478","20352.12985","5115.008957","8814.416236","1169.706511","4904.146415","166.0559696","7281.990724","958.2652791","517.4803044","1413.322085","22336.10808","304.2112679","245.9944967","2956.004715","7831.013994","12338.21493","6056.271275","4899.059497","10797.36531","9955.100686","4706.994554","6566.886725","1678.581648","1651.630741","7520.993795","1958.61991","7541.697563","253.4239128","304.2112679","245.9944967",3407.818005,3737.17354,1667.791387,4392.240829,16242.49552,8956.823965,1575.923652,5207.093462,2203.230416,219.2138703,6239.876836,2855.918394,4954.923114,5596.871999,366.1303245,304.2112679,245.9944967
"Align_70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3159.603022,22026.84594,512.6258204,4980.74815,3320.823954,1000.650012,1128.448774,1293.479447,3881.836368,565.8213606,2159.04341,695.1289925,573.356339,2154.93551,523.4764941,274.0723618,191.6310025
"Align_71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8934.218794,7837.120504,3906.005009,14118.59161,11799.95898,18400.5792,803.7462577,3672.755589,1232.126455,1278.397383,21647.14051,3747.208475,2023.582599,15488.15353,1908.130308,283.1182835,208.6959993
"Align_72","1062.7987","12269.24533","6758.760104","5916.45018","6490.636329","2453.494975","2197.067835","2679.409127","6882.570185","911.7519791","2450.674331","2266.794008","1018.845475","2217.840181","8907.58936","409.1570976","287.0020006","1806.901601","9733.599251","6595.90502","6685.857131","6571.160743","4681.684067","2482.502479","1230.196389","3607.658256","1215.222126","3102.362683","2231.020783","1964.048827","9021.824478","1468.759026","409.1570976","287.0020006",3383.45715,3779.515423,3628.134104,5916.237172,21183.53495,4746.231899,470.2212154,3275.660733,2547.612824,693.6932256,6143.40316,4616.731525,2960.442021,5288.059368,4539.191991,409.1570976,287.0020006
"Align_73","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1738.30469","9461.395612","11753.5817","5295.021234","12388.59771","15978.62926","5738.032675","6168.43974","3024.09858","1183.639032","7932.35754","3754.142405","400.1269989","1361.695692","1505.562085","175.1210797","135.1930028",5231.616311,9525.794236,2711.475755,7657.418475,21001.95935,1250.532897,904.3423591,8410.849246,558.1993392,308.3673777,4418.197477,206.6096542,917.8849008,1499.932307,4693.927469,175.1210797,135.1930028
"Align_74","2632.893067","6854.342718","10735.34933","8735.83652","20641.60411","12058.39989","4866.614512","4212.657903","8284.553716","985.9167237","5991.911184","2440.797196","2101.857971","5853.924684","6825.029781","301.2186152","308.9364999","4878.818171","7340.222096","20403.54029","11175.64573","6695.706589","14213.76384","8948.878366","6020.901547","5909.228881","1785.228963","10130.91899","9339.520364","5913.427755","11584.48055","615.683558","301.2186152","308.9364999",6483.745143,10586.07213,3871.968851,10411.64993,12027.85466,8601.98705,1481.63828,6016.512525,3939.064139,2522.090823,10444.2586,3516.31475,6420.468126,11034.98527,3511.249157,301.2186152,308.9364999
"Align_75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","487.7721629","1457.282081","4802.635641","20520.47763","1121.480278","969.8715295","461.7739667","575.6864646","1004.664508","3196.815639","532.8318976","350.6729408","454.5733788","288.8872299","360.11286","157.084","126.4340015",8171.901415,360.6727708,1747.983435,567.6628031,488.0852067,1175.212432,1689.794443,666.2385716,418.7654898,2626.493546,8466.992962,388.321471,638.5439233,483.4636278,351.8987097,157.084,126.4340015
"Align_76","4832.475314","4018.875381","646.7113359","303.0318336","717.6931122","15165.55343","11030.69688","2480.332531","445.1635299","636.6323728","216.4564632","364.3414835","171.5942297","333.6526378","1187.248142","555.3088447","354.6820039","5659.849514","3297.444577","5070.10191","4287.122796","4051.295489","10404.32672","20477.86351","367.3636345","3745.916582","119.828206","6116.624228","2525.422105","6298.901127","1928.459131","193.2143176","555.3088447","354.6820039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Align_77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3402.010779","15710.00883","11553.50751","12683.05206","6213.687415","19723.13134","3829.808064","5269.287349","5503.223264","3013.435285","4012.254031","10284.62777","2872.054564","3668.050273","470.6903321","189.0740605","143.6810001",4790.119697,3387.196882,3051.15734,7198.181581,11379.91322,2830.200337,2409.415026,6125.875417,1720.274441,2460.318186,5083.011106,5090.522661,1963.586798,2857.25445,3853.320023,189.0740605,143.6810001
"Align_78","1855.805012","496.7330787","3640.126718","233.9231426","1917.938937","1567.386484","351.7137644","1118.863875","514.9423865","3187.029843","270.7220182","407.8441509","322.4138477","728.5302962","1919.308833","422.1620896","201.9485059","242.8146562","1210.737202","4519.391016","1050.951726","346.8549306","1390.749871","2198.58965","376.3785383","135.6566061","14952.83949","19500.13735","123.5792905","16831.86098","1152.280438","438.8439955","422.1620896","201.9485059",646.1077879,269.5594998,129.7762503,1045.850872,1063.750763,774.3930948,187.8096648,766.446169,802.8324785,1050.738761,6568.7777,444.2068964,7498.363393,325.3549325,125.3995192,422.1620896,201.9485059
"Align_79","75.42521758","364.9045545","796.3709578","208.8230855","320.1231002","221.2800183","405.8726324","251.8151625","7606.475852","822.5509241","138.4281661","435.2923689","183.4994003","236.8777717","1489.97313","527.2887547","231.9339965","99.69746005","245.1335479","2023.210758","1631.305379","352.8834458","2500.912953","1685.022978","107.8786886","100.952374","2213.808356","19296.54189","119.1539778","5816.45844","445.9040051","2444.061694","527.2887547","231.9339965",249.8794684,86.30911929,101.0735363,2954.429716,364.2034208,457.0775706,170.07924,1722.171406,114.6193364,444.4744842,1601.611156,189.3192356,15551.56188,115.3658181,165.3399368,527.2887547,231.9339965
"Align_80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1239.98878","5404.659983","13476.47465","19018.93047","1682.57884","7465.314881","908.9153132","1326.079527","920.8941729","1069.933122","5180.094104","4122.485052","2922.387237","2847.372116","776.8966188","131.047655","253.8434948",1242.737519,718.837789,3496.255584,4024.712445,8553.369826,7110.573932,1554.378724,2481.297097,18299.83458,1722.801987,1292.870008,1536.905551,2309.502185,5737.715777,1694.581226,131.047655,253.8434948
