"","ds0.Batch.A.01.control","ds0.Batch.A.02.control","ds0.Batch.A.03.control","ds0.Batch.A.04.control","ds0.Batch.A.05.control","ds0.Batch.A.06.control","ds0.Batch.A.07.control","ds0.Batch.A.08.case","ds0.Batch.A.09.case","ds0.Batch.A.10.case","ds0.Batch.A.11.case","ds0.Batch.A.12.case","ds0.Batch.A.13.case","ds0.Batch.A.14.case","ds0.Batch.A.15.case","ds1.Batch.B.01.control","ds1.Batch.B.02.control","ds1.Batch.B.03.control","ds1.Batch.B.04.control","ds1.Batch.B.05.control","ds1.Batch.B.06.control","ds1.Batch.B.07.control","ds1.Batch.B.08.case","ds1.Batch.B.09.case","ds1.Batch.B.10.case","ds1.Batch.B.11.case","ds1.Batch.B.12.case","ds1.Batch.B.13.case","ds1.Batch.B.14.case","ds1.Batch.B.15.case","ds2.Batch.C.01.control","ds2.Batch.C.02.control","ds2.Batch.C.03.control","ds2.Batch.C.04.control","ds2.Batch.C.05.control","ds2.Batch.C.06.control","ds2.Batch.C.07.control","ds2.Batch.C.08.case","ds2.Batch.C.09.case","ds2.Batch.C.10.case","ds2.Batch.C.11.case","ds2.Batch.C.12.case","ds2.Batch.C.13.case","ds2.Batch.C.14.case","ds2.Batch.C.15.case"
"1",0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"2",1.05535142823828,-0.305570107701385,0.463771477977996,-0.840205169522212,1.51000729003049,0.499183865285936,1.18552126180549,-0.999854993065838,-1.13847657228581,-0.503359896389616,-1.20592124398791,0.518246458782762,-0.335093375134786,-0.0613688170806839,0.157768393047274,-0.407987120539698,0.780940627054015,1.78945087793816,1.0032024679583,0.886900532539258,0.888130730786362,-0.445825205644347,-0.988089806616333,-1.26661714693067,0.154637866383126,0.38435693548524,-0.482358249981871,-1.07741912670508,-0.18329710979841,-1.03602627192807,-1.29763743650403,-0.702422373398189,-0.319647754662874,1.9175793301123,1.11218889180106,2.68127535485686,-0.371713859596264,-0.398890039181353,1.0609592096712,-0.591425349456205,0.251968513469013,-0.173733948218477,-1.93083978052096,0.228829675541053,-1.46649043391313
"3",-0.908568496601276,1.12630804780861,0.535458732888785,0.279993139298181,0.901492060045562,0.164220772532641,0.476185422233247,-0.362299832298987,-0.0395826626101474,-0.590188911336071,-0.460180604592868,-0.352538569097497,-1.08158137764822,-0.570839808419336,0.882122087797384,-0.639148348309387,-0.0904671921631923,0.414967023107039,0.0636798919795787,-0.0718263154728582,0.725713250393166,1.29626218760046,-0.406162091380171,-0.299772979466159,-1.42319974091416,0.594800768949465,0.170920300907166,0.161464225338335,0.667685738019564,-1.16491671858882,0.609942879679203,0.607124584042275,-1.06745628120135,1.05803101583389,0.981338453772572,0.364918170092977,-1.42436137136512,0.491842311065042,-0.0547670011395098,-1.46177921415777,0.044118652937275,-0.55806826303408,-0.366252131850462,0.936098362223508,-0.160730166898464
"4",-3.92487234075761,-0.744859612737823,1.6550428077693,-1.13429659871567,0.544907860621137,-1.55965203598871,1.07522296166167,1.04148211063913,0.100420223664381,2.02909018852162,0.300811538916172,0.545199789671306,-0.364983463151342,-0.936293388766936,1.37277995865338,-4.18483006942953,0.783962741850564,0.979231334917042,-0.0770952745754983,0.355514869504079,1.33494236695724,1.53488654376538,-3.68156384592089,-3.19609892381525,2.56323227774152,4.64068003958418,-3.68414521901812,3.81181782048268,-0.825869171423154,-0.354665490620221,-0.449241944710845,-2.8066812479282,-1.70883659569291,2.34914928108598,0.63418146171235,1.1078326527167,-2.81033877116477,0.565738331656704,-0.290207422078478,-1.20670219483784,2.0265319329655,-0.785230326552021,4.52002164250937,0.974114700190505,-2.12033149987206
"5",-0.666324376383336,-0.250571996490748,-0.791201515081676,2.06133204619739,1.1653355627015,1.79238266677938,0.838909290519382,-0.318126430510866,-0.917128569747419,-1.32381851192242,0.694215604583331,-1.40321462954917,-0.441220327772408,-0.465606293414643,0.0250374800917097,1.1489243212257,1.37207056957558,0.572319613104813,-0.175726521359419,-0.157829442249042,0.325456772421946,2.18977251655799,1.56360357051258,-1.19584005182094,-2.09298190500727,-0.638130599425397,0.164170606454361,-1.19091761165624,-0.554582066421892,-1.33030977191277,-0.446358492104059,1.69417341010764,0.305222526860245,0.985934216311222,-0.526679142084259,-0.12148289064948,-0.778819806880367,0.622475031348978,-0.872047485331347,-0.348134891304506,0.0792040829850773,-1.39760535620742,-1.13405128470974,1.19960375221794,0.738566329440069
"6",-1.19260580823428,1.06367408420672,0.322854169140189,0.856160668016447,1.59361074269318,1.54111180084592,-0.0972772034762013,1.12714523791196,-0.148208772909886,-2.29875385242057,0.906321060705174,-1.10684611828015,-1.79855212618813,-0.0545405313056673,-0.714093350704696,0.671682662238997,0.791627808593946,1.02094663713564,0.886367807204005,1.20750103403695,1.24897992940435,2.09174500412543,1.46737769315013,-2.90973568864264,-3.33490479388228,1.46200329996911,0.691521924996316,-1.55009284399808,0.396078263260742,-4.14109873759261,-1.19434610017673,2.49339771916892,0.285066722680572,1.29698176477538,-1.42982476690388,1.03422807472668,-1.62191448382834,0.514227598842966,-0.532903607149557,-1.08502146583699,0.79570391125654,-0.357574570047632,-2.68826152862825,2.20919342853589,0.281047302584426
"7",-1.09846842550919,-0.400500383464546,0.995390484483103,0.976636782903459,2.43266886600556,0.392929955131502,-0.0164494999793376,-1.47034648949195,0.351045426113449,-1.64380520785056,-0.223919244021848,0.689085610213697,-1.24830475805632,-1.87729977664365,2.14133666016661,-0.56730384591542,1.62081083203674,1.35132883030618,0.987716334050257,0.18789835605237,1.92014558957677,-0.663863494841941,-0.0262218192689403,0.0010231231285367,-0.67908684073757,-0.407608420740557,0.959455244909412,-0.712581231018973,-0.617147816761463,-3.35456484077541,0.505386686755191,-0.0725541381774235,-0.0614564156480117,0.97747135968792,1.74432529021128,-0.400865635496354,-0.495352690908854,0.745895298613794,-1.06333656600456,-2.00149123531856,0.431613590521843,0.412968180296419,-0.768867523251105,-0.0677023228964035,0.113966121614824
"8",-0.793426418254873,-1.11316591233751,1.48054539832864,1.86485844125411,3.00446031746943,0.831098453285867,1.08163383817588,-0.524835541144483,1.01911363756838,-2.65656055157504,1.09063439829344,-1.0080555490139,-6.1310929614596,-0.388217142881638,2.2430095922913,-0.408296889203458,0.297793745846585,2.25096515712081,0.624629076848723,-0.457826897725955,1.24077512008774,1.05320128044562,0.180897619231969,0.984225772070786,-2.25269580225666,0.249848101043456,0.623009376494114,-0.442957489808288,0.470714748280106,-4.41428291847556,0.99654196284844,1.00343274037099,-1.29554085708805,0.771587997151997,2.47291416823778,0.852766402052794,-1.53623531945227,0.518084207983829,-1.91060810090456,-3.20176020337297,1.45076469875176,-0.685191015731835,0.303998126195626,1.19479364436306,-0.935548451406595
"9",0.867089907388715,-0.364264878140878,0.51580841022623,-1.06492531405258,1.18483791373375,0.0767974781990617,0.658174570684162,-0.767518642543044,-0.854860281638892,-0.156485084685412,-0.561131914025149,0.385197370781214,-0.110466322424902,0.33052590825487,-0.138779121757137,0.1295209034678,0.566437327826028,0.0183874137808093,0.610764439763669,0.905201105188196,0.486296712636825,-0.458026088145477,-0.897598326887834,-0.634371556062455,0.360566415208273,0.332226746077199,-0.47964760313095,-0.382136469088485,-0.185342966913982,-0.372278053719628,-1.01245287829104,-0.403079773227743,0.332428900348621,1.86211401377349,0.722503225383987,1.91097006137749,-0.145987325587823,-0.571010018545939,0.776694889849601,-0.183908802467887,0.309534703977215,-0.031243199087239,-2.05422470474805,0.226682231862064,-1.73902132461674
"10",0.0602211824328869,-0.325497211457911,0.394039485141239,-0.490030632293795,0.1662308106607,-0.547942090276164,-0.508647752393594,0.311383878037862,0.174187924996378,0.394855040770818,0.0639549413530958,0.268288763514015,0.255105862691401,0.182469652627738,-0.398619855804682,-0.216857324043929,-0.0808166207814409,-0.38530743311572,0.253883151424226,0.212572470985886,0.0438498223729695,-0.584899249412491,-0.406406179808144,0.0866794632087071,-0.158609487500609,0.255961001085474,0.439084053304555,-0.0269884508254279,0.501268335277626,0.0665864478283353,0.29222897623951,0.0861312835338346,0.0876535006817178,0.0421603619510691,-0.517693526788499,-0.506406770857101,-0.00660300246608969,0.293776491677203,0.332991283402681,0.239641979657929,0.180980299888173,0.108176875970397,0.157152035054338,-0.503991484539966,-0.286198303405193
"11",0.926196713663582,-0.331203591999419,3.58215651494646,-1.26547764623942,1.86017351611471,-0.684592617196817,1.49772116030752,-0.137269308416389,-0.243168753657876,-3.68984264456533,-1.94165931702755,-1.24485387611152,1.36051213166781,-0.27662129603857,0.587929014552831,-1.09684411913437,-0.866213006070696,4.08386266942061,-0.804346605898393,2.2018659014093,-0.229916800000707,2.33671518658789,-1.61202643647371,-1.15688782604437,-1.45721560765795,-1.39384337747641,-1.68631184092909,-1.34255936504403,2.24668121178335,0.777040015528566,0.445841973177219,0.131759037777771,-1.6051050726213,0.34400732759131,4.32798703587041,1.77998165823093,-1.95763768907082,-0.414728775872636,-0.565140432958239,-1.13451004700339,1.42256827998925,-0.923026698315025,0.914963550123071,-0.445220854477419,-2.32173929244114
"12",1.35133813596727,-0.0274323168301827,3.9569003522419,-0.982254629143361,1.91127135470805,-1.19854575995581,1.3557587770884,-0.294591133989988,-0.341172684956975,-3.57558701748387,-2.00482473659783,-1.26704731575738,1.85108788889283,-0.462981209707877,-0.271919704475174,-0.738372204014407,-0.127877914184515,3.87583536865259,0.0592646065566136,2.9691772770057,0.180686775104173,2.06957476345868,-1.43707029326514,-1.18387512069751,-0.972623824024048,-1.17841965965368,-1.11639452215214,-1.83105935374401,-1.32540492880229,0.756559029759975,0.375481440145261,0.152570020087225,-1.53099649158153,0.00826729893209688,4.02732634149049,1.86916259885194,-1.90690736299749,-0.205251673494409,-0.0615868536015149,-0.838952927933796,1.11040663490282,-0.610587483205075,0.398582481789433,-0.469485474651201,-2.31802854873424
"13",-1.2422871218294,-0.364277586296026,1.16618550133196,2.23404546806561,2.7961334159842,1.15500870742996,0.80255825529909,0.738259359336604,-0.0655470980030177,-3.11338251733329,-0.083132202554232,-0.0406685051863107,-4.56921936770242,0.0504813184562725,0.535842373001014,0.763088875754567,0.791844591292195,3.06666111893808,0.536177301118013,1.07065577887775,0.755704589993366,0.856490566931555,-0.361087654658965,-0.861904881467364,-2.72614490519462,0.505257545403667,-0.174108484772361,-1.20521698199496,0.339512003427155,-3.35692946364806,0.439943745993245,1.57433004814036,-0.933066143010974,2.34542454185872,1.61222019264708,0.588831713632626,-2.88181975299426,0.274531731115948,-1.91544429247974,-2.18433950405117,1.66552935279692,-1.64359951784156,-0.181786131819452,2.32569563271677,-1.08645161670452
"14",-0.228250338624711,0.694360349508335,2.87490127305534,-0.822552408836279,2.43951773409393,1.45459329812968,-0.301075892975922,-0.0616455737722674,-0.0554031370909964,-4.4260340723982,-0.443221873525198,-0.370268335857627,-1.1061273249686,-0.459481214749337,0.810687518011852,-1.13570417564751,1.54569644435884,2.85401705264133,2.12555128190628,0.754360225820816,-2.00330775390203,1.89931734636861,-2.14223263415858,-1.54477650295948,-0.426782597362365,-0.512339394676305,-1.15534269208849,-2.7447273475012,0.941786298712714,1.54448444848736,-0.666942339810936,1.47606325539003,-2.37242475659611,-1.15109153648594,1.9202430061039,0.0996553360388557,-0.340153123052387,0.135031321561296,0.0785016587548704,-0.966374569528277,0.499876619941075,1.04947742367323,1.89288239185069,-0.661780776313016,-0.992963911527294
"15",-0.805273862400496,-0.268745169930455,0.514599527372175,0.790393046797222,1.98110901779839,0.0835089704291807,0.267085320201355,-0.276934783953848,0.323944923010263,-2.10717418072915,-0.528577257374103,0.146045174588107,-1.06486131169001,-0.352570692846164,1.29745127872752,-1.16111250479298,0.844665969085014,1.29281793585254,0.590526788395445,0.0330303974122863,1.31373675893192,1.23776883701009,-0.16477773561385,-0.226547832446526,-0.413504202216851,0.658306607065017,0.112247256978531,-1.41983268853098,-0.13205347119983,-2.56527211592983,0.264098406275844,0.0663699840440692,-0.231865260299434,0.356493988142041,1.68927196228214,0.483074938360389,-0.805025756205106,0.774379481258572,-1.19662959086546,-1.18570948944993,0.534539716716582,0.257330705742786,-0.391611177418712,0.398553669905965,-1.01327157848975
"16",0.147550744328461,-1.48872702963867,1.04987519846535,-0.415518076135925,0.790321360384702,0.215089996488885,1.05965689883269,0.510814750606576,-3.0595149925852,-2.54024697411354,0.87647323101554,0.86928190031832,-0.587376536932721,1.59754036475751,0.974779164208023,-1.76383844853984,0.577146952561181,1.89861217975267,0.262819703761322,0.840134798187442,0.309356943567819,2.04345949522272,-1.10875617991743,-0.5310355252072,0.0594650890287429,0.030974597359128,-0.562797615180944,-1.71436333136531,-1.0033675786563,0.662188919425978,-0.871575022932731,2.27000695413595,-2.46800787628665,1.98776040943803,0.975520468058747,0.357981546901547,-1.83602478334051,0.131720657824014,-0.015819235202704,-0.141296876545063,0.610335822024426,-0.428398928106573,0.523676190223577,0.31272734728212,-1.40860667347418
"17",-2.76706708395881,0.359212275333629,2.80652650985574,-1.69239191851302,1.67772319800791,0.292998995622099,-0.500749353721318,-0.378313552850232,0.0852009650596468,2.32277853151542,-0.949985166737781,-0.223553465052065,-1.46887372404888,-0.264528183092244,0.701021972579902,-2.00723771621143,-0.0840963048625891,1.366980209679,0.0679665849457738,-1.28433436325654,0.330856905025682,0.947271198714359,-2.82943695106891,-3.48569675215834,3.89792019886307,4.24536724594181,-3.77613146104641,3.9641988449708,-0.0404955588276366,-1.31313208070863,0.226099112941558,-1.73455207750301,-2.72778242617344,1.26939894770704,1.07701291880677,0.535584658377564,-1.36531844650282,0.48807277203286,0.713773546548049,-1.05662330735721,3.72467311206178,-0.26186735677239,3.8048320723678,-2.01508059090941,-2.67822293562513
"18",-0.442984292230605,-0.340045123734869,0.18829253311365,-0.577539663669825,0.089805596922325,-0.660167915352174,-0.527692232414593,0.631683988353208,0.0888948635892159,0.622119544247344,0.0780039045969403,0.337394908150653,0.830676835840727,0.0658343933198697,-0.384277340731879,-0.499421584740523,-0.408925138373537,-0.594104099330853,0.258766544381512,0.157242478549099,-0.282390500001977,-0.484081680569535,-0.371935395103351,-0.20621225789545,-0.523351973709763,0.234940413555137,1.72505537577449,0.0851703762006544,0.774737957631494,0.134509483632602,0.197220014332997,-0.210701869485025,0.026072041767252,0.485187398012007,-0.393561995537851,-0.370867412050554,-0.405615922378534,0.0980575205136116,0.32539405056443,0.100943517746302,0.62881047491959,0.291469440287358,0.240432814847315,-0.411264614893707,-0.60157545864519
"19",0.465867481430926,-0.463196670017449,0.885271455739856,-0.716483007428758,1.75272225851059,0.728560086994106,1.3736201899156,-1.15152507637441,-1.17850938478513,-0.683391769758741,-0.289786568206903,-0.164896013500583,-0.520429750861011,-0.00242420274992305,-0.0353990289081576,-0.324544339905758,0.326502296581628,1.44955315471844,0.666882670417696,0.797355652740171,0.32730996916708,-0.305998614550312,-1.07716142396797,-0.806221667415118,0.25765316112688,-0.128675720010635,-0.825975593621605,-0.294758307114853,0.157367625740745,-0.219288863906398,-1.43634061093497,-0.198813879005961,-0.0450616630236969,3.08477166441663,1.08091339291854,2.99579437892558,-0.729174577042361,-0.414075043855352,0.595905611189462,-0.635417630485716,0.349217931493705,-0.603102553005296,-2.57032762741135,0.506453703474481,-1.98074309765369
"20",-1.8531397376729,-0.577397014592062,1.80624134715439,-0.504692460003101,0.971685253690971,0.745869701193408,-1.07199731658708,0.119772621427719,-0.838694400534216,3.01384964746448,-1.24107739493308,0.461350554339806,-1.09232471795572,-0.671296401102021,0.731850318109394,-1.52383027873404,-0.164440031110436,1.7969273348931,-0.101536631032916,-1.29152971252129,0.147847105781885,1.17418559576598,-2.55181869596816,-1.43682211131826,3.09372701580298,3.96278018307315,-2.84076132690813,3.69973587504902,-0.722593981008036,-3.24187034176485,0.0892194284912531,-1.76953851922616,-1.73218192227571,1.02439972104814,1.18111287184905,0.456488062213902,-1.31533426326793,-1.04092002876261,1.27365105502195,-1.46806884488375,3.31319608983116,-0.250744276770252,4.23909676101666,-1.15282663461883,-2.84754949966685
"21",-1.20643351288173,0.255501901459381,0.846926672945926,0.94300178205846,2.07869762875189,1.30732731319085,0.0289847152999805,-0.542939778086785,0.595191475062695,-2.24027006654914,0.319913482577187,-1.93537053364882,-1.12956374982154,0.402621914725612,0.276410754916016,-0.361865936671409,0.0260669165043694,1.75170017872182,0.924467306967664,-0.027890883440584,1.08458171153564,0.406534673832326,-0.276656922467788,-0.0704736419629555,-2.17411705181138,0.566731479903899,0.611129231366794,-0.0402801529245949,0.970786123953424,-3.39071303350721,0.452156481967883,1.0645010332795,-1.57798828410158,1.22110140835689,1.38078214278692,0.729379660789581,-1.82482415801182,-0.0559714031886696,-0.127031981640798,-1.2364573432357,1.32519981918665,-1.64886739676385,-0.0653697495012651,1.3721450305957,-1.00875526051944
"22",1.56937546320122,0.58113683557476,0.862884186324493,1.48405683059236,1.09269918319829,1.07624169411565,1.29930909089118,-2.61806946731293,-0.549334351739882,-0.744371913382711,-1.07894056933143,-0.749802207660656,-0.0761110405479659,-1.633937765592,-0.515135968330373,1.72336158829891,0.942213171469884,1.7234320956972,1.53747751771324,0.913617948200745,0.949485743299526,0.781560488513833,-0.0106920513447353,0.184275675720466,-0.357449327794697,-2.0386629871413,-0.703808246677488,-2.21094806374796,-1.68637265826404,-1.74749089394357,0.770009547296436,1.2062194386361,1.13024538654424,1.35255623622097,0.896915091456464,0.578912220803238,1.17249232800892,-0.265801782087431,-0.156763548257643,-1.9482855262778,-0.550204940474419,-0.574134822114168,-0.223942215978633,-1.01310103956182,-2.37511637421447
