name,Batch-C-01,Batch-C-02,Batch-C-03,Batch-C-04,Batch-C-05,Batch-C-06,Batch-C-07,Batch-C-08,Batch-C-09,Batch-C-10,Batch-C-11,Batch-C-12,Batch-C-13,Batch-C-14,Batch-C-15,mz,rt
C_276,1688.964067,6124.91332,1281.24389,1206.632619,2276.046243,901.8139924,482.8799262,4834.00009,4252.730671,871.2317523,2213.426878,642.9833388,810.0109742,4553.280146,750.7597222,407.1302512,251.054008
C_277,503.8194329,606.191152,293.8659098,579.2358567,523.97589,283.8831187,540.5902674,504.7191645,300.9990257,223.3991128,1440.975644,361.388996,306.6628548,469.1918011,194.4826593,408.0457371,42.19000088
C_278,468.9528841,568.9759877,515.4052564,409.2762436,583.4787155,324.6914229,928.975044,313.346819,392.0854566,291.9411452,358.9137382,322.4926423,314.2552017,268.4305604,389.7778623,408.9993581,40.37700104
C_279,3383.45715,3779.515423,3628.134104,5916.237172,21183.53495,4746.231899,470.2212154,3275.660733,2547.612824,693.6932256,6143.40316,4616.731525,2960.442021,5288.059368,4539.191991,409.1570976,287.0020006
C_280,1719.241998,1275.172976,474.3872653,1555.936363,2763.097462,1331.839429,272.4487899,911.1910766,681.1458197,712.1016619,1219.284018,745.5553498,1130.188588,1599.808088,801.5794288,409.1529738,342.9859893
C_281,185.701528,322.4842414,1078.918524,328.5136724,513.6535986,489.5222752,263.0437682,261.8628704,470.2005972,243.6031127,315.7204978,388.3294546,353.5895089,189.0374525,192.56841,410.8812136,28.06100058
C_282,617.4365125,865.4434008,478.5657875,1071.673575,2059.207832,519.1457127,308.9029451,630.83457,172.0581727,242.8423447,1115.318374,474.9803371,442.3906391,983.1207175,317.7642216,414.1211028,115.7239984
C_283,735.4425718,663.047712,285.5913812,2752.089579,2333.695199,2670.729215,224.9488779,1089.508343,383.2339858,159.0587267,741.7442941,164.2653011,659.6459934,764.7193905,383.5976455,419.2039438,360.7969893
C_284,3103.894671,797.4292394,400.5899305,6396.928846,5598.317879,3846.550227,1030.01264,3721.936032,4352.227692,1275.760204,35081.86646,2213.168249,37086.25179,656.5150083,414.5900945,421.1599299,201.5060021
C_285,646.1077879,269.5594998,129.7762503,1045.850872,1063.750763,774.3930948,187.8096648,766.446169,802.8324785,1050.738761,6568.7777,444.2068964,7498.363393,325.3549325,125.3995192,422.1620896,201.9485059
C_286,2138.530843,1948.834178,2005.628312,1970.91005,2203.027148,1491.978549,4206.94138,833.1663156,1751.479173,347.1597321,1729.893255,725.664255,709.1637266,265.1287212,194.1339296,423.0120858,42.08050003
C_287,355.4620268,419.9948877,297.4143273,280.1058099,412.9095423,264.3764653,742.2490595,223.0289332,243.8028505,91.21522653,157.1719713,181.130738,207.2181588,132.5214888,122.3550069,424.0088767,42.22549989
C_288,329.7686859,340.5696263,398.8644805,153.4462513,492.6605775,607.7151628,487.9941162,304.2960009,279.2504969,516.0682561,82.95985912,399.1787343,473.1449843,565.4631805,682.3931546,424.8885305,570.856978
C_289,777.7197511,627.7789035,562.220623,460.0652192,694.6221262,531.3241096,605.4383203,324.7628494,572.6337629,588.9145983,515.7767726,234.1239761,348.2511437,377.698661,399.7120494,426.8868403,26.72450016
C_290,589.8796385,862.2276504,664.0766096,1327.107847,689.8249321,623.1080857,578.2624674,407.6394687,358.8500396,310.1071632,377.4556864,293.4695851,304.0693239,291.0831503,211.8238806,428.9871006,38.64200003
C_291,10325.89444,15208.92482,4909.944055,26856.04701,23272.71177,2546.926285,1577.937173,3701.633211,833.5592165,3116.124363,10348.58191,1032.193125,1631.882288,15476.71835,4634.539187,429.1746354,282.3614978
C_292,1280.577158,874.5104634,476.4794224,1513.37732,1177.419699,5307.923067,209.1443022,1524.828083,376.4015738,334.3811204,1300.748296,225.8861615,1090.497629,2039.993624,521.9509032,433.2245791,252.588007
C_293,116558.547,101042.1404,101148.8083,98009.00294,66486.45194,67008.6409,94751.64001,116683.6413,119898.7905,112386.4263,107908.3213,102598.0064,106140.6918,67120.9173,78058.49317,437.195549,559.7010051
C_294,33731.13912,28889.64417,29173.54897,28656.58696,18766.81427,18793.39747,27098.62879,31536.6752,34511.87016,33021.52241,30901.42373,29155.75995,30492.0342,19361.90234,22380.46223,438.1990187,559.8505048
C_295,817.1481711,969.7730179,878.5762765,360.7006286,799.7279034,926.3675438,999.370849,940.6847988,928.1311637,897.934327,225.7307649,788.0650296,801.7837529,862.7116573,855.7423046,443.3345203,474.8334954
C_296,629.2868008,472.152455,600.3211101,790.7488013,498.5018698,524.2696903,699.4686426,501.6489953,357.2864253,361.6777685,321.2557335,369.7054195,443.076168,385.9827543,507.3040043,444.9429932,31.97799941
C_297,231.6745122,134.7246692,68.78988546,3183.907537,129.6816832,292.9882555,80.02510425,3961.608585,78.58525153,96.96941319,1640.49427,3581.443156,4530.756927,2859.289965,66.7300307,446.2471586,212.9619959
C_298,1508.357693,1304.27661,1381.228373,1797.072479,794.8453938,682.3152599,758.0712091,1551.16867,1588.513344,1472.320313,2023.428409,1354.711561,1375.035801,738.8711225,404.4360935,447.9023295,564.0179886
C_299,690.7739427,298.3503399,362.1780588,358.5483663,209.7571346,340.7513751,734.9019865,281.0785487,377.9886049,329.7748212,321.6365175,251.3342383,491.881166,459.0539035,516.2855491,448.8310908,27.29049973
C_300,4595.217456,4561.496415,3052.437434,4376.191316,6553.658155,10449.07074,824.821261,3428.970391,3135.906061,1471.401411,3938.83495,2486.026332,2946.361442,4062.261808,2055.851541,449.1578088,275.1220131
C_301,492.2550364,1915.529835,1474.578148,4506.005058,9179.881467,748.9402256,504.5785206,1284.836853,292.2420065,233.3473798,401.1547368,482.1353455,2324.962964,3626.643183,1069.585058,449.2926311,351.0119896
C_302,803.8450298,899.0876566,635.1366236,1123.780872,272.7274603,530.9897359,495.6714003,319.8812498,296.4276399,143.2573053,326.4874939,347.3265668,770.8775153,229.0901842,137.0262125,451.0011984,41.28300094
C_303,4544.054108,886.7139702,1897.87551,31611.36087,9629.116417,13371.17748,884.4688184,9182.966548,5073.616718,2687.975081,25277.00962,3599.986838,142344.5652,12187.5536,1426.906159,451.2093523,212.8950015
C_304,5533.74098,11653.27043,4607.060847,13346.69901,9234.874277,3637.074193,983.520268,7718.126984,4023.561704,1699.366506,13361.90987,341.7277575,529.4600711,2014.23119,1923.18289,455.2034003,300.6549952
C_305,10678.60365,33804.03277,6162.873737,29764.62438,17043.60485,2061.222375,1473.924292,3547.95956,1550.296154,2703.923476,11603.86097,645.4985955,1508.980992,16720.52598,4246.581385,457.2060357,308.3109924
C_306,1325.132113,947.0777187,838.0067209,1039.018593,775.9391081,661.9892327,966.6431272,1238.299947,1272.521663,1149.569645,1206.072369,1238.222281,1318.274138,716.2559393,468.647888,459.3078886,533.4035054
C_307,5319.518625,10152.2809,1369.669865,4609.241302,7069.207372,5826.701436,350.4865003,996.0814808,459.7104073,710.3599373,3342.823764,285.2501673,1969.387357,2242.24949,1187.255109,459.2224863,327.1800039
C_308,465.3536763,247.862912,453.4288693,535.3125606,331.4460842,208.174376,399.3440509,256.6325689,199.9338049,291.8701649,159.5108572,175.6727766,364.6524239,351.6033754,536.4311777,460.8728817,26.18999945
C_309,9993.975869,7629.881344,7067.185724,11074.95328,13944.53416,15931.30742,2356.935532,2979.655034,3073.0623,4232.432357,6751.153295,8398.215005,9215.659288,4635.737504,3430.143292,463.159756,292.892009
C_310,1186.97119,1246.846591,1124.363298,783.3186935,982.4558993,1054.065741,1230.610912,1172.025389,1069.938884,1094.392264,659.2818163,1032.727196,1007.178883,1079.956953,902.4397736,463.3042772,527.4470172
C_311,2815.022747,744.4737342,426.8230856,7095.856072,1975.651492,2795.303023,380.5303789,1994.904418,1987.653234,1244.842114,23299.7857,1533.544125,18698.09772,429.3621953,394.1962495,465.190524,215.2369994
C_312,1089.059402,2696.95268,1030.492257,6652.348488,8172.419979,3597.506091,311.1134111,4316.638207,1104.778914,1100.998469,1359.192346,605.7469877,2753.042855,4887.154262,308.5258398,466.2358757,313.9749881
C_313,269.6284173,418.307476,254.5917912,935.5222987,420.0878028,300.1251538,244.7325426,366.0554719,255.5283964,245.9967363,280.6168632,245.0293739,393.8283441,197.4779356,262.5098201,466.9728931,39.50000019
C_314,4184.675864,3595.565535,1583.569384,4197.123903,4105.586975,2501.54184,394.976723,2319.427189,585.0638688,1147.414727,2750.823296,1651.084001,2695.536568,3661.168736,1449.742611,468.1592707,340.6880007
C_315,2049.037146,2118.991456,679.4756118,1670.118817,1487.625322,898.504416,178.8947546,1307.941381,243.5361103,426.3008204,2019.714783,544.9828134,1048.385481,1206.243269,620.3383078,469.184444,342.5840125
C_316,821.9741245,2245.11458,3538.729354,7229.565081,12451.00729,569.2467522,483.6477856,870.9227809,276.3513888,229.618668,512.689261,651.2854778,3716.401319,5657.116949,898.9212283,470.2834367,350.7579902
C_317,486.5900964,1206.889818,1311.169771,2457.706446,3903.63257,2008.12503,205.2470198,891.1036307,177.2805811,181.9288735,350.7876514,233.6839465,1535.816763,1871.422516,442.57984,471.2847777,351.5200018
C_318,521.1207051,2446.657806,599.8518039,3543.810793,4283.051324,883.8399428,169.582137,894.4159032,107.6151322,86.60845112,119.7029691,215.4275428,2339.526989,2436.566724,390.2134952,472.3056117,348.2670019
C_319,3276.854797,4469.373557,805.8028189,4268.682398,2352.262817,1835.067813,290.853809,3746.016221,440.7924088,396.6095514,4789.403849,1074.361324,1536.526711,2972.028656,743.1823505,473.2116633,290.5029982
C_320,596.9196895,3010.501149,139.115788,677.2221862,412.1601255,1212.831837,86.65956967,780.6576658,59.43116121,160.0472802,1365.706726,306.5719745,1161.12193,762.0033725,200.7435449,474.2053728,292.1100061
C_321,290.2768542,351.4834948,377.0050753,236.0933698,147.6575239,309.295954,450.4314245,311.5122999,259.0779149,246.7519574,175.582069,228.2811697,251.3421248,234.4986055,249.8926252,476.8732747,32.61050012
C_322,5416.227556,984.5969929,31653.83239,7313.820491,27562.8995,10938.30817,687.9220039,5253.490331,7037.711028,1657.776138,2995.63929,928.9826943,9466.851237,3385.907607,1218.085672,477.1940113,306.4479904
C_323,5612.780004,5948.549528,5438.696151,4082.10038,5767.203804,5606.116273,5838.244069,5920.790529,5798.470551,5736.69017,3326.656281,5333.578578,5148.066369,5571.411322,5614.966251,479.3147654,504.7269876
C_324,1768.045418,1909.696247,1769.459487,1105.908619,1789.418104,1756.951914,1863.188205,1878.864043,1800.071991,1840.168395,880.4561853,1657.825863,1592.264335,1757.378474,1702.808013,480.3183974,504.3404945
C_325,5515.84347,5362.762827,2167.125051,7948.980433,6623.735179,3032.094662,848.101457,5068.817042,1337.626811,1166.370244,6433.430785,2052.899707,3520.802035,7683.284696,3271.214434,483.1487847,268.2540109
C_326,505.1546411,476.9154394,680.6101873,1326.74473,341.3997204,328.0585561,340.7194423,487.7349626,439.6775729,465.9193571,2092.421215,497.1957733,580.5811731,307.5076841,237.314042,483.2833981,536.0849852
C_327,1648.931223,7389.332253,735.9121716,3132.087335,2990.936454,1105.458896,263.946157,1262.688394,214.5926298,835.0549381,2470.212184,235.2970201,218.6313969,794.4335431,903.2604961,485.2356228,335.4665028
C_328,273.9680764,158.0243362,151.4983556,268.1478017,198.3727995,198.8937985,237.4831107,181.0040474,287.2247899,224.9314077,362.930739,253.0470742,266.1916485,215.2213629,207.6944079,490.8256099,572.8530027
C_329,253.2665171,196.3369614,242.759307,114.4153819,321.4051014,351.0326743,322.4586327,201.5543011,225.7075748,284.1710017,112.8148481,252.0865198,265.4376938,366.3030728,346.1860807,492.8632677,571.0305082
C_330,295.6393811,228.4755671,291.0974507,256.3650339,212.8957818,260.8484728,344.1324993,247.9502056,212.6228419,260.6092019,172.2641511,224.1617806,195.4810004,236.1275119,249.4903646,492.8573376,30.50900015
C_331,366.0841159,425.5386135,373.4372314,136.2882124,432.2503922,460.1632042,419.5805157,377.5625107,337.077292,504.8573168,98.23396336,324.9620696,359.4113902,419.868272,410.3171922,493.3136021,433.9099889
C_332,584.4882899,199.480048,294.4574659,4409.622567,681.8772124,692.8865662,161.5032676,1660.143778,208.5840327,426.1143361,1981.931464,394.0085803,14928.49445,922.5973123,127.2984913,497.2377471,222.6555028
C_333,1679.14783,2889.948024,1636.715199,1346.330957,1579.442343,2353.760618,2062.541533,1637.930896,1887.354674,1757.03088,1125.031522,1796.119162,1384.959094,2253.614072,2806.844794,502.3855876,530.2805141
C_334,402.1609852,296.6327098,360.8739257,241.2304855,296.9893254,304.3269152,380.3812977,257.5374534,239.8143352,185.9856339,205.656515,226.3083247,217.6194017,175.5308834,205.6428741,502.9836028,38.81200023
C_335,2848.555401,3146.175016,2304.817109,1391.740405,2061.143138,1917.676283,3036.270332,2788.66655,2644.796309,2960.953763,1042.296259,2446.573626,2606.506584,1953.19013,935.6684294,504.3634885,534.1540168
C_336,110.3606695,119.6222597,143.8431808,246.4998323,145.7232151,190.0733309,131.5184687,168.2503872,145.2172754,243.563994,193.9366205,174.5246713,267.4375851,224.6938822,246.6501355,504.6476883,26.9480003
C_337,1067.540932,1137.87692,868.399561,546.8713188,815.3861799,664.9697179,1067.762141,961.7489222,997.1144504,1150.201668,423.3021041,943.6527571,957.4880581,713.397482,415.892641,505.3624015,533.7510228
C_338,2353.013095,216.9945036,408.8646068,8733.798844,409.7967585,1852.948824,575.1630997,2027.885723,908.4764189,1169.986053,23548.30002,6086.902926,8622.551665,249.3417573,353.1508833,509.2089096,226.7475039
C_339,3058.419171,7892.789526,1542.586373,6067.573275,5890.03322,4790.032913,386.8565939,3298.419068,424.7128757,1488.291396,4654.277617,346.1126025,4359.664336,1326.243746,1583.474257,513.2693661,349.902014
C_340,762.3470344,2233.02772,608.0812727,1549.984425,1634.326213,1447.682465,150.7078794,820.718139,394.2515087,416.1732268,463.130693,364.9485623,1004.094193,277.4069282,371.8641848,514.2734202,332.5094931
C_341,770.6578943,694.8974657,728.1464315,1083.315683,360.2118756,341.5564719,394.8066964,770.4221829,764.2810541,728.9660418,888.0981118,625.425094,678.7377635,388.3954473,239.9822557,515.8920035,563.6140234
C_342,1114.662202,956.003045,811.7260555,1210.995075,601.0697845,635.7206383,883.8720296,1083.139295,1236.499055,1020.330682,1466.635231,1251.811549,1109.996219,721.7814118,91.55315435,520.437989,532.9350162
C_343,794.8840744,537.3340429,734.7584048,584.5022854,574.5315119,512.739257,2078.961102,240.0075576,533.973226,94.21585028,222.6574458,288.3108453,240.9248385,144.0346098,93.17739539,520.9846771,42.04299932
C_344,388.8879622,448.6472435,349.573905,485.1643023,275.0991714,247.1878673,410.1076314,442.2655001,499.0132863,396.0646206,544.3380456,515.8127176,661.4157931,284.4836019,83.99077813,521.4360462,531.7270128
C_345,249.8794684,86.30911929,101.0735363,2954.429716,364.2034208,457.0775706,170.07924,1722.171406,114.6193364,444.4744842,1601.611156,189.3192356,15551.56188,115.3658181,165.3399368,527.2887547,231.9339965
C_346,466.5377717,591.8239743,384.4636375,740.6304703,305.6168788,284.6904143,544.141195,543.0761467,504.4002442,483.8788677,782.5356323,434.1835756,400.345178,307.5527302,248.394722,527.3907268,532.8269864
C_347,2788.55205,9655.853527,1826.71683,4303.660824,4563.436348,1661.071713,366.3122963,1379.523017,517.9419618,849.4665536,3452.401094,203.6882968,1134.955958,953.2479806,901.8320793,529.2655215,318.146512
C_348,732.4061034,2152.423438,422.2286577,1035.383109,1041.756552,775.4760995,59.76753657,374.6534864,66.92346468,211.0590116,830.915984,57.60006909,252.5363448,1181.555509,182.2884249,530.2807121,319.2020058
C_349,1010.560861,998.8785705,622.7810499,1218.126582,1420.366088,1027.063017,186.9084593,498.3564033,319.8055001,227.8770178,336.4398006,120.2697677,668.0307634,3559.28973,264.19273,531.2373405,366.0609978
C_350,273.8901957,282.9575808,302.234465,380.8283947,202.4781238,189.5403974,252.5934319,452.8114148,432.4053646,595.4314192,677.9340575,263.8861674,482.3162747,217.8720027,155.0334374,532.3963681,536.827018
C_351,2274.252844,5176.198449,5936.216237,3298.543206,10969.1785,2300.157403,943.3695053,3031.112484,3846.166992,1242.681639,2319.368751,2784.276328,2797.995527,4253.784939,1769.528465,535.2629972,335.6159908
C_352,576.7547916,1425.926863,1775.728323,895.3284852,3146.731383,769.8910404,266.775569,869.1759349,1082.859442,235.7533967,630.2182335,924.8993201,718.733194,1246.352614,457.9167106,536.2726403,335.6294998
C_353,419.3216484,355.1120861,451.2335458,335.733737,426.8782219,392.2209699,1009.657255,222.4518446,413.1303024,214.9980647,175.1615514,203.921017,212.7360325,121.5707465,143.5200302,542.9610597,40.21899942
C_354,382.4695149,296.6452704,265.5494902,375.8778244,228.1263635,187.8977568,272.5566327,409.4512833,402.1800486,372.3785671,315.5856974,387.6536443,330.9811637,240.1317184,106.6814471,546.3884622,533.1240125
C_355,1185.591072,1881.426497,1319.463725,657.597242,1035.978304,1174.20061,1792.474589,1223.613617,1242.576195,1223.457166,449.4015131,1264.739228,1103.072012,1185.037249,223.1478401,548.4694877,533.8120027
C_356,367.6884297,338.313814,304.3677276,375.4393375,228.6992894,244.8932694,375.8152991,172.8098413,214.0646501,126.528261,177.7051989,176.2062313,209.4919474,135.3231386,120.2049348,548.9821698,41.44000026
C_357,507.9093015,724.2046494,525.3943086,265.6129003,462.8060497,471.6667683,664.4300748,518.0395925,499.9901826,510.6990708,116.1542311,469.7481834,420.3173109,476.0669427,79.73668226,549.4707188,533.6864935
C_358,1486.968459,99.45216754,230.6124609,6768.26771,397.9865733,1377.28605,162.0456929,2018.432288,247.64539,979.4617928,15161.14691,429.0904165,8395.779911,83.25217192,747.1741795,553.2311127,237.5260064
C_359,3382.143497,1018.631729,409.2905474,1940.459643,2701.822687,6116.267565,412.9057753,2287.846531,1082.275827,493.4934346,5157.31948,182.4019246,3144.202438,630.2906126,1183.111041,553.2937813,344.7319989
C_360,1134.028359,273.1653613,150.7389075,691.967109,812.3441682,2013.134967,128.361353,701.8316945,292.0993646,192.6824005,1775.227694,89.66167191,1077.402526,548.4113325,357.3228803,554.2975058,345.2229989
C_361,6046.313392,2144.693691,1371.91841,5089.222628,4835.507544,9616.772475,674.0129477,4812.94828,882.5674817,997.5480825,4411.155303,317.8765305,4866.632357,758.2790759,3017.372279,555.3088447,354.6820039
C_362,2000.148989,1673.656692,326.2615616,1765.704969,1594.953802,3371.462521,233.4701273,1575.566527,347.9053035,336.029902,1382.661432,151.9450883,1661.421831,253.1539337,1014.580914,556.3108516,354.2205088
C_363,1553.406794,1257.138926,448.2444322,1277.377787,1351.793985,2229.334531,207.8441565,1307.667438,394.3623199,298.9816846,1009.277854,293.0749906,1151.967564,253.6222751,943.1610261,557.3135269,352.6425044
C_364,493.4888586,380.1350636,276.7890908,587.9006728,1236.795276,833.1045254,72.9984197,1053.300603,143.271291,253.3782202,364.1325814,222.6563644,713.9203362,908.630897,239.0559907,558.2687929,362.8065036
C_365,228.4072047,195.7123612,246.0538418,245.7767352,187.7882044,175.4405591,263.0419187,187.1268868,205.9635627,243.5225696,185.27813,173.9180635,143.6603685,225.4572724,211.9382029,558.8598963,25.98400064
C_366,301.6500139,390.5240795,803.5599146,2003.466774,958.8104892,1924.974313,552.0804666,412.9158332,1336.944189,617.6094807,1023.828583,727.1932471,257.6225534,671.7824697,156.9402516,560.1520589,170.2679987
C_367,136.016749,396.9174612,117.6419571,145.7005832,224.9163888,396.6153482,142.5875002,394.8073499,140.0054871,128.8577412,738.8590823,180.7557183,247.3504029,253.3668688,281.5087094,560.3008653,308.4359863
C_368,1948.376423,2320.548582,5718.38682,10407.08737,7204.496276,14943.28825,4674.632238,2626.152103,8236.977734,4829.707962,5714.503715,4719.742909,911.211491,5098.28271,917.1074874,576.1327146,166.9080034
C_369,727.4111347,833.1981006,2014.744978,3507.496395,2440.540881,4974.244239,1486.374117,956.7649446,2951.663128,1685.304879,2032.434885,1584.163798,330.8441419,1666.318443,326.3187459,577.1342051,167.3129969
C_370,953.1091499,673.0102808,775.7445747,562.4074501,605.5615003,887.4755529,848.3128292,419.6819401,785.900171,1213.080966,752.8342505,1080.813058,1040.693406,658.9148504,791.0033098,582.1459255,176.3099952
C_371,857.8515549,760.3658832,798.9858866,1005.235571,420.0528859,377.7267203,404.8096914,865.807186,871.3435347,927.0904669,913.1859594,716.8079135,717.3290789,460.1666327,227.5942616,583.8794422,563.4264912
C_372,97.89677388,580.256446,98.10571818,89.2732139,182.6910978,204.8214237,144.6653833,103.9998015,109.0447909,205.4313512,348.637265,139.7199113,462.305732,183.1878724,307.3046385,608.1390358,208.8830053
C_373,510.7229161,403.4532763,425.3070144,513.4518282,254.8103524,235.6816418,338.3071042,481.2930949,492.8112316,475.1142541,617.5468167,420.3643162,455.9871926,208.088652,275.2804926,610.1925478,542.9359814
C_374,234.4771721,227.3089395,205.2782658,385.2893632,169.6656295,199.6997875,205.0835456,230.0907731,277.2232951,281.0750833,505.7867088,254.3603493,260.2768253,186.2953122,72.81582267,614.6092353,508.8469873
C_375,590.3054737,611.5667781,630.8680524,872.9233606,972.6940276,389.478679,960.9329741,211.4386285,276.398038,157.6080769,178.2175698,157.1927897,248.4469423,115.3018558,106.184376,615.0156003,41.51599844
C_376,211.0226718,512.8318996,147.6279294,616.2386179,163.5484685,332.8782333,161.6850814,211.6180416,569.6156239,206.0772776,541.161616,514.6301734,163.5087078,311.6261448,202.2115981,615.5797721,530.9484933
C_377,373.6291697,1418.743001,205.9259439,645.5913279,134.2681403,156.697397,239.6100668,1104.284377,100.6089779,142.3767404,153.411962,203.7390038,140.4577583,368.124042,90.32313929,616.2199825,164.1889998
C_378,112.0653429,114.9575963,170.9919778,60.13107317,185.9003373,187.0120681,210.7814183,106.051329,128.0676734,210.3435652,53.37743911,148.9068424,139.9528124,231.1256305,207.0503712,628.8561631,570.0780038
C_379,164.461625,154.0574969,128.8796419,137.6498356,224.9416414,139.349753,97.90014328,205.4358902,195.6511465,179.8720865,222.0519381,84.58190828,158.2297512,162.3042514,194.2810861,632.6465957,26.18600044
C_380,119.4107037,143.6504744,161.5016869,544.3131068,297.4353732,184.1027067,239.7968766,209.1688045,135.4662788,330.1179051,1057.812106,232.2354163,1058.488939,495.5281248,60.82783738,635.1571521,208.2530024
C_381,299.7133944,258.3727293,261.1156168,377.1956271,246.9668062,204.1349334,246.1619971,231.0967931,201.8886127,145.3579487,184.4548124,152.7417356,186.9254157,108.6485276,89.22558676,636.9963204,41.51249957
C_382,894.8837346,786.2184748,805.7434394,1001.20979,404.7599608,425.5279643,454.7827247,918.5651766,874.9667478,881.3936802,929.5433558,683.9249312,795.7530612,425.8075712,209.4693268,651.8667107,563.1029776
C_383,270.5716736,158.5954463,110.6852079,389.8796456,1161.729969,209.4609379,43.89661322,460.0889844,143.2668809,95.35378767,351.0841218,110.3898641,333.3545244,230.2353617,108.9450124,655.2830697,341.7220097
C_384,198.5636392,188.9119563,175.1381204,339.7539901,134.5610558,158.122023,165.4329338,229.6645772,256.0041493,236.2970461,360.0329567,240.9013961,242.3103586,144.6665743,88.56740882,660.641254,514.1324892
C_385,2853.030149,1939.641242,1893.064429,2286.675301,2242.56457,2555.528646,687.14723,2483.23373,3103.727569,2623.231857,2800.979658,3479.721287,2811.216565,1982.06449,1355.625657,663.4557375,548.0615045
C_386,1372.117689,905.1329266,896.5239368,1269.434055,1184.762423,1240.999366,320.7212488,1129.445588,1544.575042,1281.457765,1622.030428,1767.088657,1375.187542,1017.153328,675.1560314,664.4581092,547.4049789
C_387,657.1259637,538.3254676,584.6338116,534.2945905,407.5440789,402.6149855,235.5662173,597.3946374,659.4762765,664.0234361,621.860387,670.025132,475.0727546,239.7533485,390.1704885,665.4600371,545.5359915
C_388,299.8170133,244.1131638,236.0156878,409.9281065,178.6564743,191.9094954,225.8416186,293.1807424,334.7931238,288.7893485,423.4379911,283.7197855,321.4971479,191.1925779,91.21627801,682.6274709,514.493004
C_389,1123.255729,484.6386844,953.5209925,1369.951457,165.7921095,161.2316389,247.503046,1106.156056,1040.320201,1054.137735,1261.304958,867.5686416,992.9343385,172.6786575,115.2114933,704.4608277,565.0205051
C_390,596.9115644,288.5911483,401.5794956,622.8522648,177.3103068,167.0730753,367.6607252,502.7964126,649.9520995,511.880892,644.4920506,617.7515433,587.1490562,200.6836426,118.0945034,705.479118,562.7730007
C_391,906.0528514,670.0203307,746.1264346,726.409185,391.9841318,347.2771839,422.8265838,842.8377649,1006.846665,831.0371331,870.060036,801.5060257,767.6138964,377.6653156,216.4487158,719.8544924,562.8179913
C_392,518.0958478,313.4877332,365.1043215,627.070091,155.26961,142.910713,177.3114976,529.0744492,480.7849229,426.8156957,740.497776,473.1672029,489.018722,188.9421542,210.5070504,721.4750017,555.2170116
C_393,318.7325739,266.3129089,282.9190108,352.5164154,93.47271194,218.1767946,150.975994,268.4491278,352.4706943,330.3455907,423.0385079,305.4572598,294.7823041,90.86234614,187.4412864,722.5046955,549.4789827
C_394,581.7594091,299.0656554,417.826384,1221.730744,135.2440388,146.6065738,183.3377735,515.9818284,707.8929161,463.3386609,2051.326176,823.9406281,594.217272,150.016336,161.3120688,731.5036311,548.0479843
C_395,329.5725463,106.3124812,181.888476,571.0036905,86.88848799,71.95351379,91.06813945,258.0546139,350.3058175,286.7626503,954.004198,394.1975103,292.4639943,103.9810204,82.82802008,732.5079825,548.3339975
C_396,1530.223312,1765.13803,962.957725,1135.539684,268.2558555,724.1004335,1039.321322,1374.823882,1911.139175,1437.864783,1246.048823,1977.031515,1662.6077,709.8873843,826.3348585,750.5401365,550.4375184
C_397,529.6993707,307.6880551,346.3973335,454.6130575,127.3014246,216.9035752,110.0615015,461.6162225,524.8317437,510.8927424,315.3911014,620.6780861,574.481678,184.9926085,300.5737755,777.5350761,547.8045004
C_398,824.870031,578.9861591,634.1216381,596.4489437,302.3364545,247.048729,377.474765,735.9684163,895.0179137,763.8974332,800.8141696,671.0471622,674.6827612,310.0057187,165.6723217,787.8425476,563.2340083
